Sub Region,Country,Drug,Year,Wholesale Price,Retail Price
Western and Central Europe,Greece,Heroin,1990-01-01,90000.0,120.0
Western and Central Europe,Greece,Heroin,1991-01-01,70000.0,175.0
Western and Central Europe,Greece,Heroin,1992-01-01,35000.0,63.0
Western and Central Europe,Greece,Heroin,1993-01-01,28000.0,44.0
Western and Central Europe,Greece,Heroin,1994-01-01,29536.0,105.0
Western and Central Europe,Greece,Heroin,1995-01-01,34362.0,88.0
Western and Central Europe,Greece,Heroin,1996-01-01,39090.0,77.0
Western and Central Europe,Greece,Heroin,1997-01-01,28775.0,80.0
Western and Central Europe,Greece,Heroin,1998-01-01,21020.0,55.0
Western and Central Europe,Greece,Heroin,1999-01-01,20714.0,55.0
Western and Central Europe,Greece,Heroin,2000-01-01,17320.0,55.0
Western and Central Europe,Greece,Heroin,2001-01-01,16592.0,53.0
Western and Central Europe,Greece,Heroin,2002-01-01,17425.0,45.0
Western and Central Europe,Greece,Heroin,2003-01-01,18650.0,65.0
Western and Central Europe,Greece,Heroin,2004-01-01,17540.0,51.0
Western and Central Europe,Greece,Heroin,2005-01-01,14782.0,31.0
Western and Central Europe,Greece,Heroin,2006-01-01,19450.0,75.0
Western and Central Europe,Greece,Heroin,2007-01-01,19450.0,75.0
Western and Central Europe,Greece,Heroin,2008-01-01,22413.0,59.0
Western and Central Europe,Greece,Heroin,2009-01-01,21205.0,54.0
Western and Central Europe,Greece,Heroin,2010-01-01,18215.0,40.0
Western and Central Europe,Greece,Heroin,2011-01-01,23035.0,24.0
Western and Central Europe,Greece,Heroin,2012-01-01,21263.0,18.0
Western and Central Europe,Greece,Heroin,2013-01-01,16004.0,28.0
Western and Central Europe,Greece,Heroin,2014-01-01,15791.0,28.0
Western and Central Europe,Greece,Heroin,2015-01-01,17505.0,26.0
Western and Central Europe,Greece,Heroin,2016-01-01,19934.0,26.0
Western and Central Europe,Greece,Heroin,2017-01-01,20202.0,24.0
Western and Central Europe,Greece,Heroin,2018-01-01,21842.0,25.0
Western and Central Europe,Greece,Heroin,2019-01-01,21276.6,24.0
Western and Central Europe,Greece,Heroin,2020-01-01,20501.14,21.07
Western and Central Europe,Ireland,Cocaine,1990-01-01,45000.0,141.0
Western and Central Europe,Ireland,Cocaine,1991-01-01,45000.0,137.0
Western and Central Europe,Ireland,Cocaine,1992-01-01,40000.0,120.0
Western and Central Europe,Ireland,Cocaine,1993-01-01,50000.0,110.0
Western and Central Europe,Ireland,Cocaine,1994-01-01,45000.0,100.0
Western and Central Europe,Ireland,Cocaine,1995-01-01,42000.0,119.0
Western and Central Europe,Ireland,Cocaine,1996-01-01,31646.0,32.0
Western and Central Europe,Ireland,Cocaine,1997-01-01,33733.0,34.0
Western and Central Europe,Ireland,Cocaine,1998-01-01,31530.0,32.0
Western and Central Europe,Ireland,Cocaine,1999-01-01,29891.0,30.0
Western and Central Europe,Ireland,Cocaine,2000-01-01,29891.0,28.0
Western and Central Europe,Ireland,Cocaine,2001-01-01,29891.0,28.0
Western and Central Europe,Ireland,Cocaine,2002-01-01,29891.0,94.0
Western and Central Europe,Ireland,Cocaine,2003-01-01,30510.0,79.0
Western and Central Europe,Ireland,Cocaine,2004-01-01,38557.0,87.0
Western and Central Europe,Ireland,Cocaine,2005-01-01,38506.0,88.0
Western and Central Europe,Ireland,Cocaine,2006-01-01,39636.0,88.0
Western and Central Europe,Ireland,Cocaine,2007-01-01,41107.0,96.0
Western and Central Europe,Ireland,Cocaine,2008-01-01,44118.0,103.0
Western and Central Europe,Ireland,Cocaine,2009-01-01,36161.0,97.0
Western and Central Europe,Ireland,Cocaine,2010-01-01,34443.0,93.0
Western and Central Europe,Ireland,Cocaine,2011-01-01,36298.0,98.0
Western and Central Europe,Ireland,Cocaine,2012-01-01,38660.0,90.0
Western and Central Europe,Ireland,Cocaine,2013-01-01,93356.0,93.0
Western and Central Europe,Ireland,Cocaine,2014-01-01,32899.0,92.0
Western and Central Europe,Ireland,Cocaine,2015-01-01,32823.0,77.0
Western and Central Europe,Ireland,Cocaine,2016-01-01,33223.0,78.0
Western and Central Europe,Ireland,Cocaine,2017-01-01,33140.5,78.0
Western and Central Europe,Ireland,Cocaine,2018-01-01,33058.0,83.0
Western and Central Europe,Ireland,Cocaine,2019-01-01,27995.52,78.0
Western and Central Europe,Ireland,Cocaine,2020-01-01,34168.56,79.73
Western and Central Europe,Ireland,Heroin,1990-01-01,63940.0,196.0
Western and Central Europe,Ireland,Heroin,1991-01-01,53940.0,180.0
Western and Central Europe,Ireland,Heroin,1992-01-01,53500.0,180.0
Western and Central Europe,Ireland,Heroin,1993-01-01,53210.0,168.0
Western and Central Europe,Ireland,Heroin,1994-01-01,52500.0,161.0
Western and Central Europe,Ireland,Heroin,1995-01-01,81479.0,179.0
Western and Central Europe,Ireland,Heroin,1996-01-01,77643.0,275.0
Western and Central Europe,Ireland,Heroin,1997-01-01,36531.0,228.0
Western and Central Europe,Ireland,Heroin,1998-01-01,34396.0,213.0
Western and Central Europe,Ireland,Heroin,1999-01-01,43478.0,204.0
Western and Central Europe,Ireland,Heroin,2000-01-01,37600.0,176.0
Western and Central Europe,Ireland,Heroin,2001-01-01,36441.0,170.0
Western and Central Europe,Ireland,Heroin,2002-01-01,36441.0,179.0
Western and Central Europe,Ireland,Heroin,2003-01-01,30510.0,179.0
Western and Central Europe,Ireland,Heroin,2004-01-01,30510.0,248.0
Western and Central Europe,Ireland,Heroin,2005-01-01,33967.0,252.0
Western and Central Europe,Ireland,Heroin,2006-01-01,33967.0,251.0
Western and Central Europe,Ireland,Heroin,2007-01-01,33967.0,274.0
Western and Central Europe,Ireland,Heroin,2008-01-01,44120.0,294.0
Western and Central Europe,Ireland,Heroin,2009-01-01,41725.0,209.0
Western and Central Europe,Ireland,Heroin,2010-01-01,39741.0,207.0
Western and Central Europe,Ireland,Heroin,2011-01-01,41882.0,209.0
Western and Central Europe,Ireland,Heroin,2012-01-01,38660.0,193.0
Western and Central Europe,Ireland,Heroin,2013-01-01,40010.0,200.0
Western and Central Europe,Ireland,Heroin,2014-01-01,52638.0,197.0
Western and Central Europe,Ireland,Heroin,2015-01-01,43764.0,153.0
Western and Central Europe,Ireland,Heroin,2016-01-01,44297.0,155.0
Western and Central Europe,Ireland,Heroin,2017-01-01,45761.5,155.0
Western and Central Europe,Ireland,Heroin,2018-01-01,47226.0,155.0
Western and Central Europe,Ireland,Heroin,2019-01-01,44792.83,157.0
Western and Central Europe,Ireland,Heroin,2020-01-01,39863.33,227.79
Western and Central Europe,Italy,Cocaine,1990-01-01,54000.0,108.0
Western and Central Europe,Italy,Cocaine,1991-01-01,48000.0,120.0
Western and Central Europe,Italy,Cocaine,1992-01-01,94000.0,164.0
Western and Central Europe,Italy,Cocaine,1993-01-01,41935.0,90.0
Western and Central Europe,Italy,Cocaine,1994-01-01,51097.0,104.0
Western and Central Europe,Italy,Cocaine,1995-01-01,51455.0,113.0
Western and Central Europe,Italy,Cocaine,1996-01-01,55633.0,129.0
Western and Central Europe,Italy,Cocaine,1997-01-01,50629.0,109.0
Western and Central Europe,Italy,Cocaine,1998-01-01,49091.0,129.0
Western and Central Europe,Italy,Cocaine,1999-01-01,47250.0,135.0
Western and Central Europe,Italy,Cocaine,2000-01-01,46000.0,100.0
Western and Central Europe,Italy,Cocaine,2001-01-01,40529.0,89.0
Western and Central Europe,Italy,Cocaine,2002-01-01,41412.0,90.0
Western and Central Europe,Italy,Cocaine,2003-01-01,47440.0,101.0
Western and Central Europe,Italy,Cocaine,2004-01-01,51759.0,113.0
Western and Central Europe,Italy,Cocaine,2005-01-01,52188.0,114.0
Western and Central Europe,Italy,Cocaine,2006-01-01,52920.0,104.0
Western and Central Europe,Italy,Cocaine,2007-01-01,56029.0,112.0
Western and Central Europe,Italy,Cocaine,2008-01-01,63514.0,111.0
Western and Central Europe,Italy,Cocaine,2009-01-01,57153.0,99.0
Western and Central Europe,Italy,Cocaine,2010-01-01,53593.0,92.0
Western and Central Europe,Italy,Cocaine,2011-01-01,54694.0,95.0
Western and Central Europe,Italy,Cocaine,2012-01-01,48854.0,90.0
Western and Central Europe,Italy,Cocaine,2013-01-01,51738.0,95.0
Western and Central Europe,Italy,Cocaine,2014-01-01,52082.0,94.0
Western and Central Europe,Italy,Cocaine,2015-01-01,42877.0,79.0
Western and Central Europe,Italy,Cocaine,2016-01-01,43499.0,87.0
Western and Central Europe,Italy,Cocaine,2017-01-01,43527.0,92.0
Western and Central Europe,Italy,Cocaine,2018-01-01,45667.0,96.0
Western and Central Europe,Italy,Cocaine,2019-01-01,42891.67,89.0
Western and Central Europe,Italy,Cocaine,2020-01-01,43769.93,91.34
Western and Central Europe,Italy,Heroin,1990-01-01,67500.0,167.0
Western and Central Europe,Italy,Heroin,1991-01-01,60000.0,148.0
Western and Central Europe,Italy,Heroin,1992-01-01,108000.0,140.0
Western and Central Europe,Italy,Heroin,1993-01-01,42581.0,29.0
Western and Central Europe,Italy,Heroin,1994-01-01,47690.0,55.0
Western and Central Europe,Italy,Heroin,1995-01-01,35786.0,41.0
Western and Central Europe,Italy,Heroin,1996-01-01,48152.0,115.0
Western and Central Europe,Italy,Heroin,1997-01-01,37795.0,98.0
Western and Central Europe,Italy,Heroin,1998-01-01,36459.0,120.0
Western and Central Europe,Italy,Heroin,1999-01-01,36894.0,95.0
Western and Central Europe,Italy,Heroin,2000-01-01,31163.0,71.0
Western and Central Europe,Italy,Heroin,2001-01-01,32979.0,68.0
Western and Central Europe,Italy,Heroin,2002-01-01,33669.0,59.0
Western and Central Europe,Italy,Heroin,2003-01-01,29830.0,63.0
Western and Central Europe,Italy,Heroin,2004-01-01,30109.0,69.0
Western and Central Europe,Italy,Heroin,2005-01-01,30496.0,68.0
Western and Central Europe,Italy,Heroin,2006-01-01,28830.0,66.0
Western and Central Europe,Italy,Heroin,2007-01-01,31676.0,66.0
Western and Central Europe,Italy,Heroin,2008-01-01,46300.0,78.0
Western and Central Europe,Italy,Heroin,2009-01-01,44044.0,72.0
Western and Central Europe,Italy,Heroin,2010-01-01,39478.0,68.0
Western and Central Europe,Italy,Heroin,2011-01-01,39687.0,73.0
Western and Central Europe,Italy,Heroin,2012-01-01,34912.0,67.0
Western and Central Europe,Italy,Heroin,2013-01-01,35537.0,68.0
Western and Central Europe,Italy,Heroin,2014-01-01,32961.0,65.0
Western and Central Europe,Italy,Heroin,2015-01-01,29727.0,53.0
Western and Central Europe,Italy,Heroin,2016-01-01,29884.0,53.0
Western and Central Europe,Italy,Heroin,2017-01-01,28432.0,48.0
Western and Central Europe,Italy,Heroin,2018-01-01,28524.0,53.0
Western and Central Europe,Italy,Heroin,2019-01-01,26274.82,54.0
Western and Central Europe,Italy,Heroin,2020-01-01,33443.05,61.5
Western and Central Europe,Luxembourg,Cocaine,1990-01-01,93919.0,150.0
Western and Central Europe,Luxembourg,Cocaine,1991-01-01,95939.0,150.0
Western and Central Europe,Luxembourg,Cocaine,1992-01-01,113521.0,150.0
Western and Central Europe,Luxembourg,Cocaine,1993-01-01,50847.0,150.0
Western and Central Europe,Luxembourg,Cocaine,1994-01-01,157593.0,172.0
Western and Central Europe,Luxembourg,Cocaine,1995-01-01,141343.0,194.0
Western and Central Europe,Luxembourg,Cocaine,1996-01-01,47625.0,127.0
Western and Central Europe,Luxembourg,Cocaine,1997-01-01,43103.0,115.0
Western and Central Europe,Luxembourg,Cocaine,1998-01-01,41072.0,110.0
Western and Central Europe,Luxembourg,Cocaine,1999-01-01,47718.0,119.0
Western and Central Europe,Luxembourg,Cocaine,2000-01-01,47718.0,119.0
Western and Central Europe,Luxembourg,Cocaine,2001-01-01,47718.0,119.0
Western and Central Europe,Luxembourg,Cocaine,2002-01-01,47718.0,107.0
Western and Central Europe,Luxembourg,Cocaine,2003-01-01,47718.0,96.0
Western and Central Europe,Luxembourg,Cocaine,2004-01-01,31052.0,114.0
Western and Central Europe,Luxembourg,Cocaine,2005-01-01,31450.0,105.0
Western and Central Europe,Luxembourg,Cocaine,2006-01-01,31450.0,106.0
Western and Central Europe,Luxembourg,Cocaine,2007-01-01,33787.0,89.0
Western and Central Europe,Luxembourg,Cocaine,2008-01-01,36299.0,89.0
Western and Central Europe,Luxembourg,Cocaine,2009-01-01,38996.0,89.0
Western and Central Europe,Luxembourg,Cocaine,2010-01-01,41895.0,166.0
Western and Central Europe,Luxembourg,Cocaine,2011-01-01,45008.0,119.0
Western and Central Europe,Luxembourg,Cocaine,2012-01-01,48353.0,110.0
Western and Central Europe,Luxembourg,Cocaine,2013-01-01,51947.0,114.0
Western and Central Europe,Luxembourg,Cocaine,2014-01-01,55808.0,112.0
Western and Central Europe,Luxembourg,Cocaine,2015-01-01,55808.0,93.0
Western and Central Europe,Luxembourg,Cocaine,2016-01-01,55808.0,95.0
Western and Central Europe,Luxembourg,Cocaine,2017-01-01,55808.0,106.0
Western and Central Europe,Luxembourg,Cocaine,2018-01-01,55808.0,81.0
Western and Central Europe,Luxembourg,Cocaine,2019-01-01,55808.0,77.0
Western and Central Europe,Luxembourg,Cocaine,2020-01-01,55808.0,85.42
Western and Central Europe,Luxembourg,Heroin,1990-01-01,86000.0,172.0
Western and Central Europe,Luxembourg,Heroin,1991-01-01,75000.0,150.0
Western and Central Europe,Luxembourg,Heroin,1992-01-01,75000.0,150.0
Western and Central Europe,Luxembourg,Heroin,1993-01-01,49500.0,150.0
Western and Central Europe,Luxembourg,Heroin,1994-01-01,86000.0,172.0
Western and Central Europe,Luxembourg,Heroin,1995-01-01,57079.0,202.0
Western and Central Europe,Luxembourg,Heroin,1996-01-01,59852.0,138.0
Western and Central Europe,Luxembourg,Heroin,1997-01-01,54786.0,141.0
Western and Central Europe,Luxembourg,Heroin,1998-01-01,52630.0,133.0
Western and Central Europe,Luxembourg,Heroin,1999-01-01,50368.0,126.0
Western and Central Europe,Luxembourg,Heroin,2000-01-01,48000.0,69.0
Western and Central Europe,Luxembourg,Heroin,2001-01-01,50369.0,67.0
Western and Central Europe,Luxembourg,Heroin,2002-01-01,50369.0,67.0
Western and Central Europe,Luxembourg,Heroin,2003-01-01,24700.0,45.0
Western and Central Europe,Luxembourg,Heroin,2004-01-01,43473.0,101.0
Western and Central Europe,Luxembourg,Heroin,2005-01-01,44030.0,102.0
Western and Central Europe,Luxembourg,Heroin,2006-01-01,44030.0,102.0
Western and Central Europe,Luxembourg,Heroin,2007-01-01,31451.0,96.0
Western and Central Europe,Luxembourg,Heroin,2008-01-01,33763.0,96.0
Western and Central Europe,Luxembourg,Heroin,2009-01-01,31925.0,96.0
Western and Central Europe,Luxembourg,Heroin,2010-01-01,30414.0,88.0
Western and Central Europe,Luxembourg,Heroin,2011-01-01,32052.0,78.0
Western and Central Europe,Luxembourg,Heroin,2012-01-01,29587.0,72.0
Western and Central Europe,Luxembourg,Heroin,2013-01-01,30000.0,74.0
Western and Central Europe,Luxembourg,Heroin,2014-01-01,30000.0,74.0
Western and Central Europe,Luxembourg,Heroin,2015-01-01,30000.0,61.0
Western and Central Europe,Luxembourg,Heroin,2016-01-01,30000.0,61.0
Western and Central Europe,Luxembourg,Heroin,2017-01-01,30000.0,61.0
Western and Central Europe,Luxembourg,Heroin,2018-01-01,30000.0,61.0
Western and Central Europe,Luxembourg,Heroin,2019-01-01,30000.0,53.0
Western and Central Europe,Luxembourg,Heroin,2020-01-01,30000.0,51.25
Western and Central Europe,Netherlands,Cocaine,1990-01-01,26500.0,66.0
Western and Central Europe,Netherlands,Cocaine,1991-01-01,28000.0,70.0
Western and Central Europe,Netherlands,Cocaine,1992-01-01,29500.0,74.0
Western and Central Europe,Netherlands,Cocaine,1993-01-01,26500.0,66.0
Western and Central Europe,Netherlands,Cocaine,1994-01-01,24680.0,60.0
Western and Central Europe,Netherlands,Cocaine,1995-01-01,33232.0,79.0
Western and Central Europe,Netherlands,Cocaine,1996-01-01,23894.0,52.0
Western and Central Europe,Netherlands,Cocaine,1997-01-01,29698.0,64.0
Western and Central Europe,Netherlands,Cocaine,1998-01-01,22355.0,38.0
Western and Central Europe,Netherlands,Cocaine,1999-01-01,27500.0,33.0
Western and Central Europe,Netherlands,Cocaine,2000-01-01,27500.0,33.0
Western and Central Europe,Netherlands,Cocaine,2001-01-01,27500.0,33.0
Western and Central Europe,Netherlands,Cocaine,2002-01-01,27500.0,33.0
Western and Central Europe,Netherlands,Cocaine,2003-01-01,27400.0,50.0
Western and Central Europe,Netherlands,Cocaine,2004-01-01,33775.0,59.0
Western and Central Europe,Netherlands,Cocaine,2005-01-01,33775.0,59.0
Western and Central Europe,Netherlands,Cocaine,2006-01-01,35000.0,60.0
Western and Central Europe,Netherlands,Cocaine,2007-01-01,42409.0,59.0
Western and Central Europe,Netherlands,Cocaine,2008-01-01,46691.0,63.0
Western and Central Europe,Netherlands,Cocaine,2009-01-01,44149.0,63.0
Western and Central Europe,Netherlands,Cocaine,2010-01-01,41596.0,59.0
Western and Central Europe,Netherlands,Cocaine,2011-01-01,43836.0,73.0
Western and Central Europe,Netherlands,Cocaine,2012-01-01,40464.0,67.0
Western and Central Europe,Netherlands,Cocaine,2013-01-01,41877.0,69.0
Western and Central Europe,Netherlands,Cocaine,2014-01-01,41877.0,69.0
Western and Central Europe,Netherlands,Cocaine,2015-01-01,41877.0,65.15
Western and Central Europe,Netherlands,Cocaine,2016-01-01,41877.0,62.04
Western and Central Europe,Netherlands,Cocaine,2017-01-01,41877.0,56.0
Western and Central Europe,Netherlands,Cocaine,2018-01-01,41877.0,58.0
Western and Central Europe,Netherlands,Cocaine,2019-01-01,41877.0,58.0
Western and Central Europe,Netherlands,Cocaine,2020-01-01,41877.0,57.29
Western and Central Europe,Netherlands,Heroin,1990-01-01,23850.0,49.0
Western and Central Europe,Netherlands,Heroin,1991-01-01,25000.0,50.0
Western and Central Europe,Netherlands,Heroin,1992-01-01,26550.0,55.0
Western and Central Europe,Netherlands,Heroin,1993-01-01,23850.0,49.0
Western and Central Europe,Netherlands,Heroin,1994-01-01,23850.0,55.0
Western and Central Europe,Netherlands,Heroin,1995-01-01,24384.0,61.0
Western and Central Europe,Netherlands,Heroin,1996-01-01,20572.0,48.0
Western and Central Europe,Netherlands,Heroin,1997-01-01,13810.0,55.0
Western and Central Europe,Netherlands,Heroin,1998-01-01,14056.0,34.0
Western and Central Europe,Netherlands,Heroin,1999-01-01,16985.0,30.0
Western and Central Europe,Netherlands,Heroin,2000-01-01,14703.0,25.0
Western and Central Europe,Netherlands,Heroin,2001-01-01,15757.0,43.0
Western and Central Europe,Netherlands,Heroin,2002-01-01,29199.0,35.0
Western and Central Europe,Netherlands,Heroin,2003-01-01,17730.0,40.0
Western and Central Europe,Netherlands,Heroin,2004-01-01,17730.0,57.0
Western and Central Europe,Netherlands,Heroin,2005-01-01,18240.0,38.0
Western and Central Europe,Netherlands,Heroin,2006-01-01,16625.0,38.0
Western and Central Europe,Netherlands,Heroin,2007-01-01,16957.0,33.0
Western and Central Europe,Netherlands,Heroin,2008-01-01,19841.0,53.0
Western and Central Europe,Netherlands,Heroin,2009-01-01,19841.0,53.0
Western and Central Europe,Netherlands,Heroin,2010-01-01,22079.0,51.0
Western and Central Europe,Netherlands,Heroin,2011-01-01,23268.0,60.0
Western and Central Europe,Netherlands,Heroin,2012-01-01,21478.0,55.0
Western and Central Europe,Netherlands,Heroin,2013-01-01,22228.0,47.0
Western and Central Europe,Netherlands,Heroin,2014-01-01,22228.0,45.0
Western and Central Europe,Netherlands,Heroin,2015-01-01,22228.0,45.0
Western and Central Europe,Netherlands,Heroin,2016-01-01,22228.0,39.0
Western and Central Europe,Netherlands,Heroin,2017-01-01,22228.0,43.0
Western and Central Europe,Netherlands,Heroin,2018-01-01,22228.0,41.0
Western and Central Europe,Netherlands,Heroin,2019-01-01,22228.0,41.0
Western and Central Europe,Netherlands,Heroin,2020-01-01,22228.0,41.0
Western and Central Europe,Norway,Cocaine,1990-01-01,120000.0,176.0
Western and Central Europe,Norway,Cocaine,1991-01-01,120000.0,170.0
Western and Central Europe,Norway,Cocaine,1992-01-01,127500.0,255.0
Western and Central Europe,Norway,Cocaine,1993-01-01,110000.0,156.0
Western and Central Europe,Norway,Cocaine,1994-01-01,39971.0,145.0
Western and Central Europe,Norway,Cocaine,1995-01-01,50000.0,150.0
Western and Central Europe,Norway,Cocaine,1996-01-01,41670.0,153.0
Western and Central Europe,Norway,Cocaine,1997-01-01,60028.0,177.0
Western and Central Europe,Norway,Cocaine,1998-01-01,81699.0,133.0
Western and Central Europe,Norway,Cocaine,1999-01-01,57545.0,128.0
Western and Central Europe,Norway,Cocaine,2000-01-01,51417.0,114.0
Western and Central Europe,Norway,Cocaine,2001-01-01,51569.0,157.0
Western and Central Europe,Norway,Cocaine,2002-01-01,54159.0,165.0
Western and Central Europe,Norway,Cocaine,2003-01-01,56500.0,170.0
Western and Central Europe,Norway,Cocaine,2004-01-01,65209.0,155.0
Western and Central Europe,Norway,Cocaine,2005-01-01,65209.0,155.0
Western and Central Europe,Norway,Cocaine,2006-01-01,56400.0,151.0
Western and Central Europe,Norway,Cocaine,2007-01-01,61661.0,164.0
Western and Central Europe,Norway,Cocaine,2008-01-01,51471.0,154.0
Western and Central Europe,Norway,Cocaine,2009-01-01,48668.0,146.0
Western and Central Europe,Norway,Cocaine,2010-01-01,46365.0,139.0
Western and Central Europe,Norway,Cocaine,2011-01-01,48862.0,147.0
Western and Central Europe,Norway,Cocaine,2012-01-01,45103.0,135.0
Western and Central Europe,Norway,Cocaine,2013-01-01,46678.0,127.0
Western and Central Europe,Norway,Cocaine,2014-01-01,46678.0,109.0
Western and Central Europe,Norway,Cocaine,2015-01-01,46678.0,92.0
Western and Central Europe,Norway,Cocaine,2016-01-01,46678.0,92.0
Western and Central Europe,Norway,Cocaine,2017-01-01,42393.38,115.0
Western and Central Europe,Norway,Cocaine,2018-01-01,42393.38,115.0
Western and Central Europe,Norway,Cocaine,2019-01-01,42393.38,115.0
Western and Central Europe,Norway,Cocaine,2020-01-01,42393.38,115.0
Western and Central Europe,Norway,Heroin,1990-01-01,220000.0,1680.0
Western and Central Europe,Norway,Heroin,1991-01-01,200000.0,525.0
Western and Central Europe,Norway,Heroin,1992-01-01,212500.0,510.0
Western and Central Europe,Norway,Heroin,1993-01-01,151099.0,275.0
Western and Central Europe,Norway,Heroin,1994-01-01,101744.0,349.0
Western and Central Europe,Norway,Heroin,1995-01-01,85000.0,300.0
Western and Central Europe,Norway,Heroin,1996-01-01,72520.0,282.0
Western and Central Europe,Norway,Heroin,1997-01-01,62209.0,198.0
Western and Central Europe,Norway,Heroin,1998-01-01,64918.0,186.0
Western and Central Europe,Norway,Heroin,1999-01-01,49872.0,166.0
Western and Central Europe,Norway,Heroin,2000-01-01,44561.0,128.0
Western and Central Europe,Norway,Heroin,2001-01-01,35874.0,157.0
Western and Central Europe,Norway,Heroin,2002-01-01,37676.0,165.0
Western and Central Europe,Norway,Heroin,2003-01-01,48234.0,198.0
Western and Central Europe,Norway,Heroin,2004-01-01,52790.0,148.0
Western and Central Europe,Norway,Heroin,2005-01-01,53490.0,220.0
Western and Central Europe,Norway,Heroin,2006-01-01,53325.0,220.0
Western and Central Europe,Norway,Heroin,2007-01-01,58235.0,240.0
Western and Central Europe,Norway,Heroin,2008-01-01,47766.0,170.0
Western and Central Europe,Norway,Heroin,2009-01-01,47766.0,160.0
Western and Central Europe,Norway,Heroin,2010-01-01,47794.0,152.0
Western and Central Europe,Norway,Heroin,2011-01-01,45372.0,161.0
Western and Central Europe,Norway,Heroin,2012-01-01,41223.0,143.0
Western and Central Europe,Norway,Heroin,2013-01-01,37074.0,126.0
Western and Central Europe,Norway,Heroin,2014-01-01,32925.0,109.0
Western and Central Europe,Norway,Heroin,2015-01-01,28775.0,92.0
Western and Central Europe,Norway,Heroin,2016-01-01,28775.0,97.0
Western and Central Europe,Norway,Heroin,2017-01-01,28775.0,102.0
Western and Central Europe,Norway,Heroin,2018-01-01,28775.0,102.0
Western and Central Europe,Norway,Heroin,2019-01-01,28775.0,102.0
Western and Central Europe,Norway,Heroin,2020-01-01,28775.0,102.0
Western and Central Europe,Portugal,Cocaine,1990-01-01,39500.0,63.0
Western and Central Europe,Portugal,Cocaine,1991-01-01,39285.0,57.0
Western and Central Europe,Portugal,Cocaine,1992-01-01,33000.0,60.0
Western and Central Europe,Portugal,Cocaine,1993-01-01,27000.0,57.0
Western and Central Europe,Portugal,Cocaine,1994-01-01,27950.0,59.0
Western and Central Europe,Portugal,Cocaine,1995-01-01,34483.0,66.0
Western and Central Europe,Portugal,Cocaine,1996-01-01,42591.0,64.0
Western and Central Europe,Portugal,Cocaine,1997-01-01,37908.0,57.0
Western and Central Europe,Portugal,Cocaine,1998-01-01,33447.0,51.0
Western and Central Europe,Portugal,Cocaine,1999-01-01,30000.0,43.0
Western and Central Europe,Portugal,Cocaine,2000-01-01,28000.0,56.0
Western and Central Europe,Portugal,Cocaine,2001-01-01,29080.0,48.0
Western and Central Europe,Portugal,Cocaine,2002-01-01,31046.0,36.0
Western and Central Europe,Portugal,Cocaine,2003-01-01,32410.0,47.0
Western and Central Europe,Portugal,Cocaine,2004-01-01,36399.0,49.0
Western and Central Europe,Portugal,Cocaine,2005-01-01,36399.0,55.0
Western and Central Europe,Portugal,Cocaine,2006-01-01,31365.0,56.0
Western and Central Europe,Portugal,Cocaine,2007-01-01,34256.0,55.0
Western and Central Europe,Portugal,Cocaine,2008-01-01,44118.0,66.0
Western and Central Europe,Portugal,Cocaine,2009-01-01,41716.0,66.0
Western and Central Europe,Portugal,Cocaine,2010-01-01,39741.0,61.0
Western and Central Europe,Portugal,Cocaine,2011-01-01,41882.0,70.0
Western and Central Europe,Portugal,Cocaine,2012-01-01,38660.0,65.0
Western and Central Europe,Portugal,Cocaine,2013-01-01,40010.0,63.0
Western and Central Europe,Portugal,Cocaine,2014-01-01,40010.0,63.0
Western and Central Europe,Portugal,Cocaine,2015-01-01,40010.0,59.31
Western and Central Europe,Portugal,Cocaine,2016-01-01,40010.0,56.58
Western and Central Europe,Portugal,Cocaine,2017-01-01,27643.0,50.0
Western and Central Europe,Portugal,Cocaine,2018-01-01,25260.47,54.0
Western and Central Europe,Portugal,Cocaine,2019-01-01,22877.93,37.0
Western and Central Europe,Portugal,Cocaine,2020-01-01,18895.22,37.59
Western and Central Europe,Portugal,Heroin,1990-01-01,50000.0,83.0
Western and Central Europe,Portugal,Heroin,1991-01-01,55000.0,82.0
Western and Central Europe,Portugal,Heroin,1992-01-01,46667.0,72.0
Western and Central Europe,Portugal,Heroin,1993-01-01,31500.0,63.0
Western and Central Europe,Portugal,Heroin,1994-01-01,32428.0,65.0
Western and Central Europe,Portugal,Heroin,1995-01-01,43171.0,79.0
Western and Central Europe,Portugal,Heroin,1996-01-01,45902.0,68.0
Western and Central Europe,Portugal,Heroin,1997-01-01,38841.0,55.0
Western and Central Europe,Portugal,Heroin,1998-01-01,30483.0,74.0
Western and Central Europe,Portugal,Heroin,1999-01-01,29339.0,37.0
Western and Central Europe,Portugal,Heroin,2000-01-01,25398.0,45.0
Western and Central Europe,Portugal,Heroin,2001-01-01,31310.0,45.0
Western and Central Europe,Portugal,Heroin,2002-01-01,25839.0,41.0
Western and Central Europe,Portugal,Heroin,2003-01-01,31000.0,54.0
Western and Central Europe,Portugal,Heroin,2004-01-01,34075.0,52.0
Western and Central Europe,Portugal,Heroin,2005-01-01,34512.0,52.0
Western and Central Europe,Portugal,Heroin,2006-01-01,34512.0,52.0
Western and Central Europe,Portugal,Heroin,2007-01-01,20554.0,52.0
Western and Central Europe,Portugal,Heroin,2008-01-01,27206.0,49.0
Western and Central Europe,Portugal,Heroin,2009-01-01,38239.0,51.0
